Gene	CC_1	CC_2	CC_3	CI_1	CI_2	CI_3	SC_1	SC_2	SI_1	SI_2	SI_3	Symbol	Chromosome	Genetype	Description
ENSMUSG00000000881.10	1.11	0.91	0.96	0.75	0.89	0.92	0.99	1.13	0.94	0.85	0.97	Dlg3	chrX	protein_coding	discs, large homolog 3 (Drosophila)
ENSMUSG00000027300.9	1.12	1.26	1.74	1.34	1.13	1.22	1.75	1.62	1.51	1.14	1.54	Ubox5	chr2	protein_coding	U box domain containing 5
ENSMUSG00000075389.3	0.85	0.69	1.34	0.85	1.0	0.86	0.65	1.1	0.74	0.58	0.92	2810410L24Rik	chr11	processed_transcript	RIKEN cDNA 2810410L24 gene
ENSMUSG00000059343.4	0.17	0.25	0.1	0.18	0.08	0.11	0.31	0.21	0.16	0.07	0.16	Aldoart1	chr4	protein_coding	aldolase 1 A, retrogene 1
ENSMUSG00000101603.1	0.0	0.0	0.07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Gm28730	chrX	lincRNA	predicted gene 28730
ENSMUSG00000027342.12	21.89	24.36	22.53	22.81	42.68	29.14	14.3	21.73	26.53	35.31	23.09	Pcna	chr2	protein_coding	proliferating cell nuclear antigen
ENSMUSG00000087004.1	0.0	0.15	0.0	0.08	0.0	0.06	0.07	0.0	0.0	0.12	0.07	Gm14154	chr2	antisense	predicted gene 14154
ENSMUSG00000086573.1	0.0	0.0	0.0	0.0	0.08	0.0	0.0	0.0	0.0	0.0	0.0	Gm15384	chrX	antisense	predicted gene 15384
ENSMUSG00000087612.1	3.72	4.82	4.94	3.22	2.81	3.57	3.83	3.61	3.79	3.49	4.59	A230005M16Rik	chr2	antisense	RIKEN cDNA A230005M16 gene
ENSMUSG00000082530.1	0.27	0.11	0.0	0.0	0.0	0.1	0.12	0.0	0.11	0.0	0.11	Gm12168	chr11	processed_pseudogene	predicted gene 12168
ENSMUSG00000036855.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01	0.0	0.0	0.0	Gjd4	chr18	protein_coding	gap junction protein, delta 4
ENSMUSG00000026820.5	10.45	10.35	10.43	9.11	8.83	9.59	10.61	8.7	8.52	8.34	10.32	Ptges2	chr2	protein_coding	prostaglandin E synthase 2
ENSMUSG00000087222.1	0.48	0.59	0.5	0.84	0.37	0.73	0.66	0.43	1.16	0.59	0.54	E030042O20Rik	chr2	processed_transcript	RIKEN cDNA E030042O20 gene
ENSMUSG00000057337.11	0.31	0.43	0.48	0.18	0.25	0.34	0.41	0.34	0.52	0.36	0.37	Chst3	chr10	protein_coding	carbohydrate (chondroitin 6/keratan) sulfotransferase 3
ENSMUSG00000091020.3	0.03	0.05	0.05	0.05	0.09	0.08	0.05	0.1	0.13	0.13	0.06	Gm5828	chr1	processed_pseudogene	predicted gene 5828
ENSMUSG00000024962.11	224.35	165.0	167.95	201.06	167.12	162.97	207.85	170.4	214.96	160.55	192.94	Vegfb	chr19	protein_coding	vascular endothelial growth factor B
ENSMUSG00000019777.14	8.63	10.49	9.56	9.25	9.96	9.43	9.65	10.46	9.24	10.87	10.43	Hdac2	chr10	protein_coding	histone deacetylase 2
ENSMUSG00000089764.1	0.28	0.12	0.15	0.18	0.35	0.39	0.2	0.44	0.2	0.1	0.12	Gm16580	chr17	processed_pseudogene	predicted gene 16580
ENSMUSG00000097324.6	0.49	0.13	0.22	0.04	0.14	0.06	0.3	0.5	0.09	0.06	0.07	Mir143hg	chr18	lincRNA	Mir143 and Mir145 host gene (non-coding RNA)
ENSMUSG00000038598.9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01	AI481877	chr4	protein_coding	expressed sequence AI481877
ENSMUSG00000091275.1	0.41	0.35	0.25	0.11	0.14	0.09	0.1	0.04	0.1	0.19	0.12	Gm3248	chr14	protein_coding	predicted gene 3248
ENSMUSG00000071714.5	0.1	0.23	0.22	0.3	0.47	0.52	0.19	0.29	0.34	0.25	0.3	Csf2rb2	chr15	protein_coding	colony stimulating factor 2 receptor, beta 2, low-affinity (granulocyte-macrophage)
ENSMUSG00000032940.14	0.0	0.05	0.02	0.0	0.0	0.01	0.03	0.03	0.03	0.01	0.0	Rbm11	chr16	protein_coding	RNA binding motif protein 11
ENSMUSG00000022855.8	4.02	4.98	5.35	3.73	4.46	5.18	5.05	4.36	4.58	4.74	5.28	Senp2	chr16	protein_coding	SUMO/sentrin specific peptidase 2
ENSMUSG00000021555.12	13.04	12.66	12.21	11.76	12.06	10.91	14.9	13.01	13.8	13.7	12.34	Naa35	chr13	protein_coding	N(alpha)-acetyltransferase 35, NatC auxiliary subunit
ENSMUSG00000034883.8	0.03	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Lrr1	chr12	protein_coding	leucine rich repeat protein 1
ENSMUSG00000106746.1	0.05	0.0	0.0	0.0	0.04	0.0	0.0	0.0	0.0	0.0	0.0	RP24-82B9.1	chr5	TEC	--
ENSMUSG00000032263.12	41.11	34.03	32.08	38.13	33.98	29.92	43.25	42.23	40.94	35.02	30.27	Bckdhb	chr9	protein_coding	branched chain ketoacid dehydrogenase E1, beta polypeptide
ENSMUSG00000070462.4	8.29	8.35	6.28	5.01	10.78	7.95	6.49	7.36	8.8	8.42	11.03	Mesdc1	chr7	protein_coding	mesoderm development candidate 1
ENSMUSG00000026172.10	13.17	11.53	10.18	12.9	10.99	10.71	14.69	11.86	13.98	10.94	12.13	Bcs1l	chr1	protein_coding	BCS1-like (yeast)
ENSMUSG00000024580.7	3.77	5.04	4.82	3.59	2.64	4.59	6.02	4.49	3.01	2.89	4.31	Grpel2	chr18	protein_coding	GrpE-like 2, mitochondrial
ENSMUSG00000102975.1	0.0	0.0	0.0	0.03	0.0	0.0	0.0	0.0	0.0	0.0	0.01	Gm37347	chr1	TEC	predicted gene, 37347
ENSMUSG00000082199.1	0.12	0.21	0.0	0.0	0.0	0.09	0.11	0.38	0.0	0.09	0.3	Gm15763	chr6	processed_pseudogene	predicted gene 15763
ENSMUSG00000070692.6	0.12	0.11	0.0	0.0	0.0	0.19	0.0	0.0	0.0	0.0	0.0	Rps12-ps10	chr2	processed_pseudogene	ribosomal protein S12, pseudogene 10
ENSMUSG00000075408.5	1.33	2.91	1.94	1.31	2.4	2.16	1.37	2.65	2.63	2.87	2.68	6030408B16Rik	chr15	lincRNA	RIKEN cDNA 6030408B16 gene
ENSMUSG00000070388.3	0.0	0.02	0.0	0.03	0.0	0.0	0.0	0.09	0.0	0.04	0.09	Fbxo39	chr11	protein_coding	F-box protein 39
ENSMUSG00000079659.3	5.49	6.12	5.37	5.14	6.69	5.74	5.5	6.44	5.64	6.19	5.72	Tmem243	chr5	protein_coding	transmembrane protein 243, mitochondrial
ENSMUSG00000086827.1	0.04	0.0	0.04	0.0	0.0	0.0	0.0	0.0	0.0	0.03	0.0	4930461C15Rik	chr16	processed_transcript	RIKEN cDNA 4930461C15 gene
ENSMUSG00000041757.13	10.48	7.67	9.26	13.21	7.4	7.05	9.92	9.09	10.74	9.24	9.48	Plekha6	chr1	protein_coding	pleckstrin homology domain containing, family A member 6
ENSMUSG00000042073.12	6.37	5.29	5.7	3.22	4.11	4.62	5.31	6.09	2.96	3.48	5.77	Abhd14b	chr9	protein_coding	abhydrolase domain containing 14b
ENSMUSG00000002980.12	104.59	101.01	95.67	87.65	95.12	75.42	90.94	94.96	112.29	96.43	93.09	Bcam	chr7	protein_coding	basal cell adhesion molecule
ENSMUSG00000076871.1	0.0	0.0	0.0	0.0	0.7	0.0	0.0	0.0	0.0	0.6	0.0	Trdj2	chr14	TR_J_gene	T cell receptor delta joining 2
ENSMUSG00000098292.1	0.03	0.03	0.05	0.03	0.07	0.03	0.01	0.05	0.14	0.02	0.05	Gm27194	chr11	lincRNA	predicted gene 27194
ENSMUSG00000050627.11	9.37	14.63	14.68	12.19	11.01	12.9	14.51	14.18	11.31	13.01	12.99	Gpd1l	chr9	protein_coding	glycerol-3-phosphate dehydrogenase 1-like
ENSMUSG00000083669.5	2.27	1.33	1.31	2.26	1.53	1.38	2.58	1.54	2.02	0.61	1.73	Gm10169	chr7	processed_pseudogene	predicted pseudogene 10169
ENSMUSG00000024647.12	0.0	0.0	0.0	0.0	0.0	0.01	0.0	0.0	0.0	0.0	0.0	Cbln2	chr18	protein_coding	cerebellin 2 precursor protein
ENSMUSG00000000253.10	63.94	55.45	52.21	58.3	54.31	47.62	59.4	53.6	69.36	62.67	52.07	Gmpr	chr13	protein_coding	guanosine monophosphate reductase
ENSMUSG00000042628.7	4.31	5.26	4.99	3.91	4.75	4.3	4.71	5.54	5.34	4.06	4.85	Zfyve1	chr12	protein_coding	zinc finger, FYVE domain containing 1
ENSMUSG00000035949.13	8.74	10.34	10.12	7.94	8.37	9.61	8.15	9.82	7.51	9.32	9.25	Fbxw2	chr2	protein_coding	F-box and WD-40 domain protein 2
ENSMUSG00000022997.9	0.02	0.0	0.0	0.0	0.03	0.05	0.02	0.0	0.02	0.0	0.05	Wnt1	chr15	protein_coding	wingless-type MMTV integration site family, member 1
ENSMUSG00000069170.11	0.0	0.01	0.01	0.01	0.01	0.01	0.0	0.01	0.01	0.0	0.01	Adgrv1	chr13	protein_coding	adhesion G protein-coupled receptor V1
ENSMUSG00000095869.1	0.0	0.27	0.08	0.37	0.13	0.36	0.07	0.06	0.07	0.11	0.06	Ppp1r2-ps6	chr17	processed_pseudogene	protein phosphatase 1, regulatory (inhibitor) subunit 2, pseudogene 6
ENSMUSG00000052468.7	0.0	0.0	0.0	0.0	0.06	0.08	0.0	0.03	0.06	0.13	0.03	Pmp2	chr3	protein_coding	peripheral myelin protein 2
ENSMUSG00000070144.1	3.2	1.09	0.66	0.0	0.0	0.0	4.44	0.5	0.54	0.0	0.52	Mir1a-1	chr2	miRNA	microRNA 1a-1
ENSMUSG00000001865.2	0.51	0.58	0.42	0.51	0.99	0.41	0.65	0.66	0.66	0.46	0.56	Cpa3	chr3	protein_coding	carboxypeptidase A3, mast cell
ENSMUSG00000020605.8	3.37	3.78	3.85	3.36	2.61	3.14	4.4	4.63	3.45	2.54	3.37	Hs1bp3	chr12	protein_coding	HCLS1 binding protein 3
ENSMUSG00000085812.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07	0.0	Gm15843	chr1	processed_pseudogene	predicted gene 15843
ENSMUSG00000025995.14	2.74	3.32	3.98	3.22	3.03	3.55	3.3	3.52	3.61	2.96	4.1	Wdr75	chr1	protein_coding	WD repeat domain 75
ENSMUSG00000097391.6	0.03	0.01	0.03	0.04	0.03	0.01	0.03	0.06	0.04	0.03	0.08	Mirg	chr12	lincRNA	miRNA containing gene
ENSMUSG00000024507.6	27.68	37.88	37.51	35.49	31.09	29.62	37.5	33.24	33.29	36.66	33.0	Hsd17b4	chr18	protein_coding	hydroxysteroid (17-beta) dehydrogenase 4
ENSMUSG00000022525.11	7.19	8.3	7.48	7.18	6.03	7.17	7.49	5.38	7.15	7.03	7.5	Hrasls	chr16	protein_coding	HRAS-like suppressor
ENSMUSG00000063931.12	11.7	12.58	10.12	9.32	11.82	10.38	11.05	9.65	10.59	10.68	10.67	Pepd	chr7	protein_coding	peptidase D
ENSMUSG00000044701.5	0.0	0.0	0.0	0.0	0.04	0.04	0.0	0.0	0.0	0.0	0.04	Il27	chr7	protein_coding	interleukin 27
ENSMUSG00000091537.2	80.55	54.44	49.08	66.66	46.07	51.15	74.14	50.09	73.13	48.46	52.5	Tma7	chr9	protein_coding	translational machinery associated 7 homolog (S. cerevisiae)
ENSMUSG00000047730.15	0.01	0.0	0.0	0.09	0.0	0.0	0.0	0.0	0.13	0.0	0.0	Fcgbp	chr7	protein_coding	Fc fragment of IgG binding protein
ENSMUSG00000091697.1	0.23	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Eif3s6-ps2	chr18	processed_pseudogene	eukaryotic translation initiation factor 3, subunit 6, pseudogene 2
ENSMUSG00000064380.1	0.24	0.41	0.25	0.23	0.2	0.55	0.21	0.38	0.0	0.17	0.2	Gm26448	chr9	snoRNA	predicted gene, 26448
ENSMUSG00000041567.3	0.07	0.02	0.01	0.03	0.0	0.03	0.02	0.03	0.0	0.02	0.03	Serpina12	chr12	protein_coding	serine (or cysteine) peptidase inhibitor, clade A (alpha-1 antiproteinase, antitrypsin), member 12
ENSMUSG00000104496.1	0.22	0.18	0.3	0.13	0.18	0.19	0.22	0.14	0.18	0.15	0.21	Gm5837	chr1	processed_pseudogene	predicted gene 5837
ENSMUSG00000040824.2	118.87	96.55	93.52	83.61	97.12	97.12	89.62	103.43	95.72	89.46	105.12	Snrpd2	chr7	protein_coding	small nuclear ribonucleoprotein D2
ENSMUSG00000101807.1	0.0	0.0	0.0	0.0	0.0	0.04	0.0	0.0	0.0	0.0	0.0	Gm9120	chr7	processed_pseudogene	predicted gene 9120
ENSMUSG00000020660.5	0.34	0.42	0.35	0.28	0.45	0.55	0.3	0.38	0.25	0.28	0.52	Pomc	chr12	protein_coding	pro-opiomelanocortin-alpha
ENSMUSG00000032192.8	9.25	12.6	14.2	14.07	12.37	12.29	14.92	13.24	14.69	13.27	15.08	Gnb5	chr9	protein_coding	guanine nucleotide binding protein (G protein), beta 5
ENSMUSG00000028010.14	6.71	7.05	7.88	3.96	7.49	6.66	5.28	5.88	6.54	5.97	9.75	Gar1	chr3	protein_coding	GAR1 ribonucleoprotein homolog (yeast)
ENSMUSG00000028782.12	0.35	0.18	0.35	0.62	0.35	0.29	0.32	0.27	0.79	0.5	0.12	Adgrb2	chr4	protein_coding	adhesion G protein-coupled receptor B2
ENSMUSG00000069835.8	1.43	2.22	2.42	2.48	2.21	1.91	1.99	2.62	2.35	2.15	2.37	Sat2	chr11	protein_coding	spermidine/spermine N1-acetyl transferase 2
ENSMUSG00000022844.7	1.83	1.95	2.11	1.58	2.18	2.06	1.37	1.61	2.17	2.11	2.92	Pdia5	chr16	protein_coding	protein disulfide isomerase associated 5
ENSMUSG00000010830.7	2.34	3.24	2.48	2.22	3.98	3.66	2.11	2.12	3.66	3.04	5.18	Kdelr3	chr15	protein_coding	KDEL (Lys-Asp-Glu-Leu) endoplasmic reticulum protein retention receptor 3
ENSMUSG00000091712.1	0.53	0.38	0.37	0.73	0.32	0.32	0.42	0.51	0.48	0.39	0.57	Sec14l5	chr16	protein_coding	SEC14-like 5 (S. cerevisiae)
ENSMUSG00000074817.2	0.0	0.0	0.0	0.02	0.02	0.0	0.03	0.01	0.01	0.0	0.01	Papolb	chr5	protein_coding	poly (A) polymerase beta (testis specific)
ENSMUSG00000011305.9	58.12	82.37	80.56	48.7	53.71	57.76	58.13	65.85	38.2	67.81	51.37	Plin5	chr17	protein_coding	perilipin 5
ENSMUSG00000083495.1	0.0	0.0	0.0	0.11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Gm13877	chr2	processed_pseudogene	predicted gene 13877
ENSMUSG00000063522.5	0.0	0.07	0.05	0.0	0.02	0.04	0.0	0.0	0.0	0.02	0.0	2010109I03Rik	chr15	protein_coding	RIKEN cDNA 2010109I03 gene
ENSMUSG00000049739.9	2.38	2.93	2.71	1.28	1.56	1.82	2.53	3.03	1.69	1.29	1.93	Zfp646	chr7	protein_coding	zinc finger protein 646
ENSMUSG00000042197.11	0.93	0.92	0.87	0.81	0.72	0.97	0.93	1.0	0.76	0.81	0.8	Zfp451	chr1	protein_coding	zinc finger protein 451
ENSMUSG00000038421.11	0.03	0.03	0.0	0.0	0.0	0.04	0.03	0.0	0.0	0.02	0.0	Fcrla	chr1	protein_coding	Fc receptor-like A
ENSMUSG00000084969.1	0.0	0.0	0.0	0.0	0.29	0.0	0.0	0.0	0.0	0.08	0.0	Gm11205	chr11	lincRNA	predicted gene 11205
ENSMUSG00000031823.11	14.2	15.99	15.33	12.58	10.31	13.51	15.85	12.47	11.42	11.12	13.91	Zdhhc7	chr8	protein_coding	zinc finger, DHHC domain containing 7
ENSMUSG00000035539.11	0.0	0.0	0.01	0.0	0.0	0.01	0.02	0.0	0.0	0.0	0.0	E230008N13Rik	chr4	protein_coding	--
ENSMUSG00000070565.9	4.6	6.93	5.08	3.88	3.52	3.42	3.88	5.07	3.1	4.55	2.91	Rasal2	chr1	protein_coding	RAS protein activator like 2
ENSMUSG00000025199.14	5.72	6.34	6.97	5.92	6.51	5.99	6.33	6.51	5.46	7.11	6.7	Chuk	chr19	protein_coding	conserved helix-loop-helix ubiquitous kinase
ENSMUSG00000029608.8	0.0	0.0	0.0	0.0	0.0	0.02	0.0	0.0	0.0	0.0	0.0	Rph3a	chr5	protein_coding	rabphilin 3A
ENSMUSG00000031877.8	0.78	1.16	1.01	0.89	1.01	1.07	1.14	1.22	1.37	1.31	0.99	Ces2g	chr8	protein_coding	carboxylesterase 2G
ENSMUSG00000036585.13	33.76	39.99	36.94	37.93	30.27	32.55	43.79	40.35	33.78	41.51	33.46	Fgf1	chr18	protein_coding	fibroblast growth factor 1
ENSMUSG00000104788.1	0.0	0.0	0.0	0.11	0.09	0.0	0.0	0.0	0.09	0.0	0.0	RP23-117I19.3	chr14	unprocessed_pseudogene	--
ENSMUSG00000020599.11	0.01	0.01	0.01	0.02	0.03	0.02	0.01	0.0	0.02	0.01	0.01	Rgs9	chr11	protein_coding	regulator of G-protein signaling 9
ENSMUSG00000033159.12	9.05	7.1	7.11	7.59	6.56	6.28	7.69	7.97	8.16	6.28	6.97	Cnppd1	chr1	protein_coding	cyclin Pas1/PHO80 domain containing 1
ENSMUSG00000026149.2	0.0	0.0	0.0	0.03	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Tm4sf20	chr1	protein_coding	transmembrane 4 L six family member 20
ENSMUSG00000030757.11	0.06	0.05	0.03	0.05	0.04	0.04	0.07	0.02	0.04	0.02	0.03	Zkscan2	chr7	protein_coding	zinc finger with KRAB and SCAN domains 2
ENSMUSG00000068218.6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04	0.09	0.0	0.0	Ssxb9	chrX	protein_coding	synovial sarcoma, X member B, breakpoint 9
ENSMUSG00000025759.9	3.98	4.36	4.66	4.25	4.05	4.07	3.99	3.56	4.17	4.14	4.29	Mfsd8	chr3	protein_coding	major facilitator superfamily domain containing 8
ENSMUSG00000102422.1	31.24	30.29	29.65	26.51	24.84	30.03	30.89	32.33	25.07	24.92	28.25	Schip1	chr3	protein_coding	schwannomin interacting protein 1
ENSMUSG00000030125.9	0.27	0.2	0.24	0.19	0.19	0.12	0.23	0.26	0.14	0.31	0.14	Lrrc23	chr6	protein_coding	leucine rich repeat containing 23
ENSMUSG00000033960.5	14.04	18.31	14.77	7.84	14.45	15.9	9.69	15.69	8.53	13.7	15.17	9430020K01Rik	chr18	protein_coding	RIKEN cDNA 9430020K01 gene
ENSMUSG00000087595.1	0.17	0.15	0.35	0.4	0.14	0.19	0.37	0.4	0.07	0.31	0.35	1810012K08Rik	chr2	lincRNA	RIKEN cDNA 1810012K08 gene
ENSMUSG00000004562.14	5.97	5.75	5.0	4.02	3.56	6.37	4.69	5.97	4.85	4.18	6.31	Arhgef40	chr14	protein_coding	Rho guanine nucleotide exchange factor (GEF) 40
ENSMUSG00000090162.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05	Gm6808	chr10	processed_pseudogene	predicted gene 6808
ENSMUSG00000033653.15	2.84	3.05	2.73	2.56	2.52	2.71	3.26	2.51	3.44	2.47	2.87	Vps8	chr16	protein_coding	vacuolar protein sorting 8 homolog (S. cerevisiae)
ENSMUSG00000044250.7	1.28	0.92	0.88	0.82	0.69	0.66	0.68	0.89	0.71	1.12	0.92	Pced1b	chr15	protein_coding	PC-esterase domain containing 1B
ENSMUSG00000040040.14	1.66	1.44	1.61	1.56	1.25	1.22	1.6	1.32	1.31	1.59	1.17	Ift88	chr14	protein_coding	intraflagellar transport 88
ENSMUSG00000047363.4	0.06	0.36	0.19	0.23	0.0	0.18	0.31	0.23	0.2	0.04	0.15	Cstad	chr2	protein_coding	CSA-conditional, T cell activation-dependent protein
ENSMUSG00000066478.3	0.0	0.0	0.0	0.0	0.0	0.0	0.14	0.0	0.0	0.0	0.0	Gm5745	chr9	processed_pseudogene	predicted gene 5745
ENSMUSG00000034259.7	15.76	13.02	10.92	11.16	8.21	9.42	14.79	10.57	12.5	9.25	10.44	Exosc4	chr15	protein_coding	exosome component 4
ENSMUSG00000037720.14	3.97	4.57	4.53	3.91	4.51	6.18	4.28	4.54	5.01	4.91	5.52	Tmem33	chr5	protein_coding	transmembrane protein 33
ENSMUSG00000028614.12	2.13	2.82	2.93	2.7	2.65	2.6	2.94	2.52	3.56	2.51	2.96	Ndc1	chr4	protein_coding	NDC1 transmembrane nucleoporin
ENSMUSG00000057346.9	0.03	0.05	0.16	0.0	0.1	0.09	0.08	0.05	0.08	0.11	0.26	Apol9a	chr15	protein_coding	apolipoprotein L 9a
ENSMUSG00000028207.16	10.06	13.49	13.1	14.24	12.59	12.26	12.75	10.43	14.76	13.26	15.89	Asph	chr4	protein_coding	aspartate-beta-hydroxylase
ENSMUSG00000034175.11	6.64	6.12	5.83	5.89	6.09	4.99	8.27	7.06	6.37	4.81	6.67	Rhbdd3	chr11	protein_coding	rhomboid domain containing 3
ENSMUSG00000103313.1	0.22	0.05	0.06	0.56	0.12	0.21	0.14	0.06	0.22	0.3	0.11	Gm38357	chr3	TEC	predicted gene, 38357
ENSMUSG00000022560.8	1.42	1.89	1.6	1.68	1.37	1.78	1.76	1.41	1.75	1.65	2.0	Slc52a2	chr15	protein_coding	solute carrier protein 52, member 2
ENSMUSG00000069189.4	0.0	0.0	0.0	0.0	0.03	0.03	0.0	0.0	0.0	0.02	0.0	Zdhhc11	chr13	protein_coding	zinc finger, DHHC domain containing 11
ENSMUSG00000028833.11	5.92	4.62	5.17	5.5	3.63	4.25	7.58	4.45	6.6	3.9	5.38	Ncdn	chr4	protein_coding	neurochondrin
ENSMUSG00000029307.7	0.0	0.0	0.04	0.07	0.01	0.04	0.0	0.0	0.04	0.05	0.04	Dmp1	chr5	protein_coding	dentin matrix protein 1
ENSMUSG00000034532.8	0.12	0.21	0.12	0.45	0.3	0.09	0.14	0.09	0.27	0.26	0.07	Fbxo16	chr14	protein_coding	F-box protein 16
ENSMUSG00000042446.14	2.0	2.77	2.5	2.63	2.23	2.09	2.91	2.64	2.89	2.88	2.54	Zmym4	chr4	protein_coding	zinc finger, MYM-type 4
ENSMUSG00000105143.1	0.0	0.0	0.33	0.0	0.0	0.0	0.28	0.25	0.27	0.23	0.0	RP23-187K3.1	chr5	processed_pseudogene	--
ENSMUSG00000005804.12	5.6	7.24	6.43	6.52	4.76	6.28	7.6	6.03	5.52	6.71	7.58	Bloc1s6	chr2	protein_coding	biogenesis of lysosomal organelles complex-1, subunit 6, pallidin
ENSMUSG00000032479.13	23.57	24.46	22.47	25.16	23.06	22.56	25.72	21.04	32.65	22.85	24.82	Map4	chr9	protein_coding	microtubule-associated protein 4
ENSMUSG00000063652.8	0.23	0.18	0.19	0.21	0.32	0.26	0.2	0.22	0.38	0.26	0.28	Slc22a21	chr11	protein_coding	solute carrier family 22 (organic cation transporter), member 21
ENSMUSG00000067851.9	8.72	11.87	11.46	12.59	10.45	11.25	15.79	10.18	14.16	11.59	10.96	Arfgef1	chr1	protein_coding	ADP-ribosylation factor guanine nucleotide-exchange factor 1(brefeldin A-inhibited)
ENSMUSG00000029992.12	2.42	3.38	3.26	2.83	3.05	2.92	3.92	3.12	4.63	3.39	3.41	Gfpt1	chr6	protein_coding	glutamine fructose-6-phosphate transaminase 1
ENSMUSG00000031309.13	4.16	5.18	5.11	5.28	5.49	6.72	5.07	6.0	5.21	5.25	5.81	Rps6ka3	chrX	protein_coding	ribosomal protein S6 kinase polypeptide 3
ENSMUSG00000029431.5	0.21	0.12	0.18	0.13	0.29	0.18	0.33	0.27	0.06	0.25	0.17	B3gnt4	chr5	protein_coding	UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 4
ENSMUSG00000073409.10	9.74	9.52	7.73	12.07	27.1	13.52	6.25	7.58	9.66	10.33	14.38	H2-Q6	chr17	protein_coding	histocompatibility 2, Q region locus 6
ENSMUSG00000021635.11	4.52	5.25	5.93	4.85	3.69	4.4	6.92	4.7	4.84	4.65	5.5	Rad17	chr13	protein_coding	RAD17 homolog (S. pombe)
ENSMUSG00000065259.1	0.38	0.65	0.39	0.71	0.0	0.28	0.33	0.89	0.95	0.27	0.31	Snora30	chr7	snoRNA	small nucleolar RNA, H/ACA box 30
ENSMUSG00000020545.9	0.0	0.0	0.0	0.0	0.0	0.03	0.0	0.0	0.0	0.0	0.0	Lrrc72	chr12	protein_coding	leucine rich repeat containing 72
ENSMUSG00000026208.9	596.1	493.71	471.66	541.27	477.98	483.46	663.98	505.61	728.12	457.63	534.73	Des	chr1	protein_coding	desmin
ENSMUSG00000105586.1	0.0	0.0	0.0	0.0	0.0	0.0	0.01	0.0	0.0	0.01	0.0	RP23-293K21.3	chr3	TEC	--
ENSMUSG00000020062.6	0.0	0.0	0.0	0.01	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Slc5a8	chr10	protein_coding	solute carrier family 5 (iodide transporter), member 8
ENSMUSG00000016995.15	0.23	0.11	0.32	0.08	0.23	0.31	0.09	0.18	0.35	0.27	0.29	Matn4	chr2	protein_coding	matrilin 4
ENSMUSG00000000732.8	3.9	4.06	3.63	3.77	5.6	5.87	3.58	4.2	4.34	5.99	3.93	Icosl	chr10	protein_coding	icos ligand
ENSMUSG00000101599.1	0.14	0.06	0.08	0.06	0.03	0.06	0.06	0.1	0.01	0.04	0.04	Gm20342	chr1	lincRNA	predicted gene, 20342
ENSMUSG00000091105.1	0.18	0.0	0.0	0.0	0.0	0.07	0.0	0.0	0.0	0.06	0.0	Gm5633	chr12	processed_pseudogene	predicted gene 5633
ENSMUSG00000019942.10	0.22	0.3	0.14	0.03	0.36	0.25	0.09	0.09	0.18	0.17	0.5	Cdk1	chr10	protein_coding	cyclin-dependent kinase 1
ENSMUSG00000023055.7	34.67	33.93	32.73	32.1	29.8	28.81	41.23	36.18	39.87	31.62	30.85	Calcoco1	chr15	protein_coding	calcium binding and coiled coil domain 1
ENSMUSG00000064453.1	1.05	0.45	1.08	0.49	1.31	0.79	0.45	1.63	0.0	0.38	0.86	Snord21	chr5	snoRNA	small nucleolar RNA, C/D box 21
ENSMUSG00000079227.7	0.76	1.64	2.8	1.09	1.91	1.6	2.02	2.05	1.51	1.68	1.02	Ccr5	chr9	protein_coding	chemokine (C-C motif) receptor 5
ENSMUSG00000098328.1	0.58	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Gm27271	chr13	misc_RNA	predicted gene, 27271
ENSMUSG00000037266.16	69.88	51.95	38.21	21.33	30.99	45.41	52.58	86.73	18.91	34.38	47.8	Rsrp1	chr4	protein_coding	arginine/serine rich protein 1
ENSMUSG00000021466.9	1.8	2.2	2.08	1.79	2.06	2.0	1.74	2.72	2.03	2.12	1.74	Ptch1	chr13	protein_coding	patched homolog 1
ENSMUSG00000031701.5	71.67	81.09	76.89	81.26	84.25	78.39	92.82	76.8	76.98	78.67	75.82	Dnaja2	chr8	protein_coding	DnaJ (Hsp40) homolog, subfamily A, member 2
ENSMUSG00000082002.1	0.0	0.12	0.07	0.0	0.06	0.05	0.0	0.06	0.42	0.05	0.0	Gm6568	chrX	processed_pseudogene	predicted pseudogene 6568
ENSMUSG00000083774.1	0.58	0.16	0.5	0.18	0.08	0.14	0.0	0.15	0.0	0.14	0.24	Gm7180	chr7	processed_pseudogene	predicted pseudogene 7180
